symbol,name,year,pair_id,buy_date,sell_date,buy_price,sell_price
NFLX,Netflix Inc.,2021,2,2021-06-20,2021-10-09,291.89,422.22
NFLX,Netflix Inc.,2021,3,2021-05-28,2021-09-28,106.92,133.05
NFLX,Netflix Inc.,2021,4,2021-05-07,2021-10-08,290.03,403.9
NFLX,Netflix Inc.,2021,5,2021-01-24,2021-10-19,44.47,49.78
NFLX,Netflix Inc.,2022,1,2022-02-14,2022-12-03,279.57,298.7
NFLX,Netflix Inc.,2022,2,2022-03-21,2022-12-17,184.96,212.26
NFLX,Netflix Inc.,2022,3,2022-02-11,2022-09-17,67.23,83.96
NFLX,Netflix Inc.,2022,4,2022-05-21,2022-07-11,100.44,121.21
NFLX,Netflix Inc.,2022,5,2022-06-17,2022-07-17,36.76,50.36
NFLX,Netflix Inc.,2023,1,2023-05-11,2023-12-24,148.7,154.86
NFLX,Netflix Inc.,2023,2,2023-03-14,2023-09-06,114.04,139.06
NFLX,Netflix Inc.,2023,3,2023-06-09,2023-08-16,73.32,102.68
NFLX,Netflix Inc.,2023,4,2023-05-28,2023-10-26,88.85,97.83
NFLX,Netflix Inc.,2023,5,2023-03-11,2023-10-15,159.84,238.49
NFLX,Netflix Inc.,2024,1,2024-06-10,2024-10-02,119.66,140.62
NFLX,Netflix Inc.,2024,2,2024-05-20,2024-10-02,187.55,257.33
NFLX,Netflix Inc.,2024,3,2024-01-30,2024-12-11,196.46,255.61
NFLX,Netflix Inc.,2024,4,2024-03-24,2024-09-04,163.45,192.99
NFLX,Netflix Inc.,2024,5,2024-06-19,2024-12-17,152.3,207.08
NVDA,NVIDIA Corp.,2020,1,2020-02-24,2020-08-31,88.45,99.06
NVDA,NVIDIA Corp.,2020,2,2020-04-13,2020-07-07,135.42,159.05
NVDA,NVIDIA Corp.,2020,3,2020-01-08,2020-07-11,283.61,388.76
NVDA,NVIDIA Corp.,2020,4,2020-04-21,2020-12-26,279.61,326.03
NVDA,NVIDIA Corp.,2020,5,2020-03-13,2020-12-19,250.1,280.55
NVDA,NVIDIA Corp.,2021,1,2021-02-26,2021-11-08,277.62,335.23
NVDA,NVIDIA Corp.,2021,2,2021-02-18,2021-10-08,295.43,371.81
NVDA,NVIDIA Corp.,2021,3,2021-01-11,2021-09-12,153.18,209.22
NVDA,NVIDIA Corp.,2021,4,2021-01-28,2021-08-02,148.83,213.4
NVDA,NVIDIA Corp.,2021,5,2021-05-22,2021-12-05,144.61,172.01
NVDA,NVIDIA Corp.,2022,1,2022-01-25,2022-11-29,110.96,117.59
NVDA,NVIDIA Corp.,2022,2,2022-06-21,2022-08-22,70.34,76.01
NVDA,NVIDIA Corp.,2022,3,2022-05-02,2022-08-05,261.58,287.22
NVDA,NVIDIA Corp.,2022,4,2022-01-23,2022-09-23,47.5,53.44
NVDA,NVIDIA Corp.,2022,5,2022-04-21,2022-08-21,133.31,139.58
NVDA,NVIDIA Corp.,2023,1,2023-04-02,2023-10-21,249.52,352.35
NVDA,NVIDIA Corp.,2023,2,2023-03-02,2023-10-19,208.04,221.13
NVDA,NVIDIA Corp.,2023,3,2023-01-03,2023-09-13,207.36,245.9
NVDA,NVIDIA Corp.,2023,4,2023-02-28,2023-07-16,174.05,186.75
NVDA,NVIDIA Corp.,2023,5,2023-03-05,2023-09-12,55.03,77.07
NVDA,NVIDIA Corp.,2024,1,2024-04-17,2024-11-20,123.77,133.98
NVDA,NVIDIA Corp.,2024,2,2024-04-16,2024-07-09,101.01,118.23
NVDA,NVIDIA Corp.,2024,3,2024-01-01,2024-09-28,232.48,309.28
NVDA,NVIDIA Corp.,2024,4,2024-01-21,2024-10-05,71.43,84.02
NVDA,NVIDIA Corp.,2024,5,2024-01-27,2024-11-30,169.53,205.39
PEP,PepsiCo Inc.,2020,1,2020-06-23,2020-11-26,108.44,161.56
PEP,PepsiCo Inc.,2020,2,2020-06-30,2020-07-29,166.65,184.77
PEP,PepsiCo Inc.,2020,3,2020-01-17,2020-07-31,251.58,346.71
PEP,PepsiCo Inc.,2020,4,2020-06-15,2020-08-23,66.89,100.12
PEP,PepsiCo Inc.,2020,5,2020-04-19,2020-08-15,251.87,298.22
PEP,PepsiCo Inc.,2021,1,2021-01-17,2021-10-16,293.66,364.41
PEP,PepsiCo Inc.,2021,2,2021-03-07,2021-11-02,151.81,180.61
PEP,PepsiCo Inc.,2021,3,2021-05-19,2021-07-11,228.97,294.12
PEP,PepsiCo Inc.,2021,4,2021-01-30,2021-09-18,24.53,31.96
PEP,PepsiCo Inc.,2021,5,2021-06-12,2021-08-14,83.66,97.08
PEP,PepsiCo Inc.,2022,1,2022-05-25,2022-12-15,95.47,140.43
PEP,PepsiCo Inc.,2022,2,2022-05-08,2022-10-17,161.65,220.43
PEP,PepsiCo Inc.,2022,3,2022-03-14,2022-08-23,185.03,263.2
PEP,PepsiCo Inc.,2022,4,2022-01-20,2022-11-21,147.1,184.68
PEP,PepsiCo Inc.,2022,5,2022-01-16,2022-08-18,41.25,61.66
PEP,PepsiCo Inc.,2023,1,2023-06-28,2023-09-10,222.13,304.4
PEP,PepsiCo Inc.,2023,2,2023-02-24,2023-10-06,232.27,312.57
PEP,PepsiCo Inc.,2023,3,2023-01-24,2023-08-19,162.32,192.02
PEP,PepsiCo Inc.,2023,4,2023-04-10,2023-07-19,127.86,170.73
PEP,PepsiCo Inc.,2023,5,2023-03-29,2023-09-07,250.75,342.99
PEP,PepsiCo Inc.,2024,1,2024-04-02,2024-12-05,152.97,156.97
PEP,PepsiCo Inc.,2024,2,2024-06-30,2024-12-25,230.7,240.88
PEP,PepsiCo Inc.,2024,3,2024-05-06,2024-10-18,275.86,314.0
PEP,PepsiCo Inc.,2024,4,2024-03-13,2024-07-30,244.97,254.21
PEP,PepsiCo Inc.,2024,5,2024-01-22,2024-08-22,256.31,270.61
SHOP,Shopify Inc.,2020,1,2020-02-24,2020-09-30,142.45,211.24
SHOP,Shopify Inc.,2020,2,2020-06-19,2020-12-15,35.31,43.47
SHOP,Shopify Inc.,2020,3,2020-06-28,2020-08-14,274.8,311.81
SHOP,Shopify Inc.,2020,4,2020-02-24,2020-11-11,70.28,93.45
SHOP,Shopify Inc.,2020,5,2020-01-02,2020-11-18,237.96,270.78
SHOP,Shopify Inc.,2021,1,2021-04-08,2021-09-27,110.11,119.69
SHOP,Shopify Inc.,2021,2,2021-03-02,2021-11-10,247.65,325.24
SHOP,Shopify Inc.,2021,3,2021-01-17,2021-12-10,38.78,49.81
SHOP,Shopify Inc.,2021,4,2021-06-07,2021-07-23,63.21,91.24
SHOP,Shopify Inc.,2021,5,2021-04-23,2021-11-12,147.17,153.8
SHOP,Shopify Inc.,2022,1,2022-02-18,2022-08-23,232.28,327.58
SHOP,Shopify Inc.,2022,2,2022-03-17,2022-12-01,132.22,184.34
SHOP,Shopify Inc.,2022,3,2022-04-28,2022-11-01,295.32,320.03
SHOP,Shopify Inc.,2022,4,2022-05-05,2022-08-30,187.69,229.64
SHOP,Shopify Inc.,2022,5,2022-05-09,2022-08-21,111.5,120.87
SHOP,Shopify Inc.,2023,1,2023-04-08,2023-07-22,165.33,211.31
SHOP,Shopify Inc.,2023,2,2023-03-23,2023-11-03,178.37,188.46
SHOP,Shopify Inc.,2023,3,2023-03-29,2023-07-08,136.32,187.37
SHOP,Shopify Inc.,2023,4,2023-04-07,2023-10-24,99.08,137.46
SHOP,Shopify Inc.,2023,5,2023-04-06,2023-11-08,269.15,349.22
SHOP,Shopify Inc.,2024,1,2024-02-21,2024-07-20,79.31,101.91
SHOP,Shopify Inc.,2024,2,2024-05-27,2024-12-27,264.13,361.22
SHOP,Shopify Inc.,2024,3,2024-05-02,2024-08-17,279.38,293.28
SHOP,Shopify Inc.,2024,4,2024-04-25,2024-07-12,46.14,58.5
SHOP,Shopify Inc.,2024,5,2024-03-24,2024-08-17,98.37,144.14
TSLA,Tesla Inc.,2020,1,2020-06-21,2020-09-24,221.92,306.87
TSLA,Tesla Inc.,2020,2,2020-06-21,2020-11-18,226.31,277.36
TSLA,Tesla Inc.,2020,3,2020-04-06,2020-08-11,298.14,356.51
TSLA,Tesla Inc.,2020,4,2020-04-11,2020-11-14,141.19,188.22
TSLA,Tesla Inc.,2020,5,2020-06-29,2020-08-29,83.13,108.65
TSLA,Tesla Inc.,2021,1,2021-03-24,2021-12-30,202.73,239.56
TSLA,Tesla Inc.,2021,2,2021-06-21,2021-07-14,26.4,28.62
TSLA,Tesla Inc.,2021,3,2021-03-11,2021-08-16,71.04,98.71
TSLA,Tesla Inc.,2021,4,2021-02-10,2021-08-31,55.08,73.22
TSLA,Tesla Inc.,2021,5,2021-04-13,2021-11-18,35.76,46.14
TSLA,Tesla Inc.,2022,1,2022-03-01,2022-10-21,104.61,111.34
TSLA,Tesla Inc.,2022,2,2022-04-04,2022-08-12,97.78,135.67
TSLA,Tesla Inc.,2022,3,2022-05-20,2022-11-01,31.28,35.5
TSLA,Tesla Inc.,2022,4,2022-04-29,2022-10-18,48.82,61.38
TSLA,Tesla Inc.,2022,5,2022-06-09,2022-12-07,239.86,357.12
TSLA,Tesla Inc.,2023,1,2023-01-19,2023-11-08,161.16,205.96
TSLA,Tesla Inc.,2023,2,2023-05-08,2023-09-13,281.09,330.47
TSLA,Tesla Inc.,2023,3,2023-04-11,2023-12-08,75.67,99.78
TSLA,Tesla Inc.,2023,4,2023-02-19,2023-07-09,209.74,302.7
TSLA,Tesla Inc.,2023,5,2023-06-10,2023-09-15,261.03,302.2
TSLA,Tesla Inc.,2024,1,2024-04-05,2024-12-10,287.97,308.43
TSLA,Tesla Inc.,2024,2,2024-04-22,2024-07-15,230.38,275.9
TSLA,Tesla Inc.,2024,3,2024-05-24,2024-07-11,194.47,287.55
TSLA,Tesla Inc.,2024,4,2024-03-27,2024-12-15,67.96,75.71
TSLA,Tesla Inc.,2024,5,2024-03-18,2024-12-12,88.87,115.74
UBER,Uber Technologies Inc.,2020,1,2020-01-21,2020-07-20,145.3,213.6
UBER,Uber Technologies Inc.,2020,2,2020-05-08,2020-07-25,80.84,101.57
UBER,Uber Technologies Inc.,2020,3,2020-05-17,2020-10-16,298.47,406.24
UBER,Uber Technologies Inc.,2020,4,2020-01-13,2020-07-08,123.9,147.73
UBER,Uber Technologies Inc.,2020,5,2020-05-07,2020-08-05,226.56,311.22
UBER,Uber Technologies Inc.,2021,1,2021-05-23,2021-08-09,133.22,195.78
UBER,Uber Technologies Inc.,2021,2,2021-03-30,2021-10-04,186.34,191.13
UBER,Uber Technologies Inc.,2021,3,2021-05-13,2021-11-06,173.78,222.7
UBER,Uber Technologies Inc.,2021,4,2021-03-03,2021-10-05,245.95,268.22
UBER,Uber Technologies Inc.,2021,5,2021-03-29,2021-07-15,79.2,112.56
UBER,Uber Technologies Inc.,2022,1,2022-01-02,2022-12-23,30.46,42.34
UBER,Uber Technologies Inc.,2022,2,2022-01-13,2022-12-14,218.52,277.88
UBER,Uber Technologies Inc.,2022,3,2022-04-05,2022-07-22,58.66,61.97
UBER,Uber Technologies Inc.,2022,4,2022-03-27,2022-09-27,99.78,124.29
UBER,Uber Technologies Inc.,2022,5,2022-02-27,2022-11-26,255.56,314.46
UBER,Uber Technologies Inc.,2023,1,2023-02-06,2023-10-11,194.05,273.47
UBER,Uber Technologies Inc.,2023,2,2023-06-22,2023-09-08,45.47,67.96
UBER,Uber Technologies Inc.,2023,3,2023-06-23,2023-10-14,137.57,180.4
UBER,Uber Technologies Inc.,2023,4,2023-03-11,2023-11-07,275.14,300.67
UBER,Uber Technologies Inc.,2023,5,2023-04-19,2023-11-09,209.07,217.21
UBER,Uber Technologies Inc.,2024,1,2024-04-27,2024-09-20,132.72,168.25
UBER,Uber Technologies Inc.,2024,2,2024-06-12,2024-08-20,37.4,55.38
UBER,Uber Technologies Inc.,2024,3,2024-03-22,2024-08-21,276.79,335.64
UBER,Uber Technologies Inc.,2024,4,2024-04-01,2024-10-14,121.93,147.73
UBER,Uber Technologies Inc.,2024,5,2024-05-14,2024-11-14,21.2,24.01
V,Visa Inc.,2020,1,2020-02-08,2020-10-20,124.13,162.01
V,Visa Inc.,2020,2,2020-05-29,2020-08-22,158.09,196.18
V,Visa Inc.,2020,3,2020-03-07,2020-10-07,108.02,127.48
V,Visa Inc.,2020,4,2020-04-10,2020-10-04,265.61,305.64
V,Visa Inc.,2020,5,2020-03-07,2020-10-10,286.62,418.35
V,Visa Inc.,2021,1,2021-05-17,2021-09-02,153.97,200.71
V,Visa Inc.,2021,2,2021-05-04,2021-09-26,159.07,179.46
V,Visa Inc.,2021,3,2021-04-25,2021-09-25,245.68,339.21
V,Visa Inc.,2021,4,2021-01-27,2021-09-07,255.06,274.96
V,Visa Inc.,2021,5,2021-05-27,2021-08-27,186.76,194.91
V,Visa Inc.,2022,1,2022-06-28,2022-11-01,179.02,228.97
V,Visa Inc.,2022,2,2022-04-26,2022-12-10,272.15,364.65
V,Visa Inc.,2022,3,2022-03-07,2022-11-17,33.93,39.96
V,Visa Inc.,2022,4,2022-03-04,2022-09-21,20.26,23.16
V,Visa Inc.,2022,5,2022-03-12,2022-10-04,159.15,206.47
V,Visa Inc.,2023,1,2023-01-29,2023-10-17,216.45,310.02
V,Visa Inc.,2023,2,2023-05-21,2023-09-19,200.74,259.02
V,Visa Inc.,2023,3,2023-02-28,2023-12-11,221.03,289.99
V,Visa Inc.,2023,4,2023-01-04,2023-11-26,23.53,34.19
V,Visa Inc.,2023,5,2023-06-24,2023-12-10,255.46,312.8
V,Visa Inc.,2024,1,2024-02-03,2024-11-21,207.67,311.26
V,Visa Inc.,2024,2,2024-03-24,2024-10-14,238.49,291.04
V,Visa Inc.,2024,3,2024-06-23,2024-08-06,95.79,140.71
V,Visa Inc.,2024,4,2024-01-27,2024-07-03,168.54,177.38
V,Visa Inc.,2024,5,2024-05-01,2024-09-03,23.88,25.08
